41,11,235,1,43,"Game::doAction@151-193@.\Game.cpp",".\Game.cpp","Game::doAction","Game::doAction( const Action & action)",151,193
21,1,205,0,29,"Game::init@197-225@.\Game.cpp",".\Game.cpp","Game::init","Game::init()",197,225
4,1,13,1,4,"Game::setPaused@227-230@.\Game.cpp",".\Game.cpp","Game::setPaused","Game::setPaused( bool paused)",227,230
18,3,57,0,25,"Game::run@232-256@.\Game.cpp",".\Game.cpp","Game::run","Game::run()",232,256
20,3,200,0,31,"Game::sRender@258-288@.\Game.cpp",".\Game.cpp","Game::sRender","Game::sRender()",258,288
26,9,208,0,36,"Game::sUserInput@290-325@.\Game.cpp",".\Game.cpp","Game::sUserInput","Game::sUserInput()",290,325
41,12,557,0,59,"Game::sMovement@328-386@.\Game.cpp",".\Game.cpp","Game::sMovement","Game::sMovement()",328,386
15,1,174,0,20,"Game::spawnPlayer@389-408@.\Game.cpp",".\Game.cpp","Game::spawnPlayer","Game::spawnPlayer()",389,408
13,1,150,2,18,"Game::spawnBullet@410-427@.\Game.cpp",".\Game.cpp","Game::spawnBullet","Game::spawnBullet( const Vec2 & playerPos , const Vec2 & target)",410,427
15,1,181,0,24,"Game::spawnEnemy@429-452@.\Game.cpp",".\Game.cpp","Game::spawnEnemy","Game::spawnEnemy()",429,452
12,1,183,3,17,"Game::spawnSmallEnemies@454-470@.\Game.cpp",".\Game.cpp","Game::spawnSmallEnemies","Game::spawnSmallEnemies( const std :: shared_ptr<Entity> & parentEnemy , const Vec2 & vel , const float & angle)",454,470
25,7,127,0,41,"Game::sLifespan@472-512@.\Game.cpp",".\Game.cpp","Game::sLifespan","Game::sLifespan()",472,512
10,3,44,0,12,"Game::sEnemySpawner@514-525@.\Game.cpp",".\Game.cpp","Game::sEnemySpawner","Game::sEnemySpawner()",514,525
7,2,31,0,7,"Game::sCollision@600-606@.\Game.cpp",".\Game.cpp","Game::sCollision","Game::sCollision()",600,606
17,5,104,0,19,"Game::sAnimation@608-626@.\Game.cpp",".\Game.cpp","Game::sAnimation","Game::sAnimation()",608,626
4,1,18,1,4,"GameEngine::GameEngine@6-9@.\GameEngine.cpp",".\GameEngine.cpp","GameEngine::GameEngine","GameEngine::GameEngine( const std :: string & path)",6,9
7,1,58,1,9,"GameEngine::init@12-20@.\GameEngine.cpp",".\GameEngine.cpp","GameEngine::init","GameEngine::init( const std :: string & path)",12,20
4,1,13,0,5,"GameEngine::currentScene@22-26@.\GameEngine.cpp",".\GameEngine.cpp","GameEngine::currentScene","GameEngine::currentScene()",22,26
4,2,16,0,4,"GameEngine::isRunning@28-31@.\GameEngine.cpp",".\GameEngine.cpp","GameEngine::isRunning","GameEngine::isRunning()",28,31
4,1,10,0,4,"GameEngine::window@33-36@.\GameEngine.cpp",".\GameEngine.cpp","GameEngine::window","GameEngine::window()",33,36
4,1,11,0,4,"GameEngine::assets@38-41@.\GameEngine.cpp",".\GameEngine.cpp","GameEngine::assets","GameEngine::assets() const",38,41
4,1,10,0,4,"GameEngine::assets@43-46@.\GameEngine.cpp",".\GameEngine.cpp","GameEngine::assets","GameEngine::assets()",43,46
4,1,10,0,4,"GameEngine::deltaTime@48-51@.\GameEngine.cpp",".\GameEngine.cpp","GameEngine::deltaTime","GameEngine::deltaTime()",48,51
7,2,19,0,7,"GameEngine::run@53-59@.\GameEngine.cpp",".\GameEngine.cpp","GameEngine::run","GameEngine::run()",53,59
4,1,13,0,4,"GameEngine::quit@61-64@.\GameEngine.cpp",".\GameEngine.cpp","GameEngine::quit","GameEngine::quit()",61,64
17,7,148,0,25,"GameEngine::sUserInput@66-90@.\GameEngine.cpp",".\GameEngine.cpp","GameEngine::sUserInput","GameEngine::sUserInput()",66,90
11,3,75,3,12,"GameEngine::changeScene@92-103@.\GameEngine.cpp",".\GameEngine.cpp","GameEngine::changeScene","GameEngine::changeScene( const std :: string & sceneName , std :: shared_ptr<Scene> scene , bool endCurrentScene)",92,103
10,3,38,0,10,"GameEngine::deleteScene@105-114@.\GameEngine.cpp",".\GameEngine.cpp","GameEngine::deleteScene","GameEngine::deleteScene()",105,114
9,1,48,0,15,"GameEngine::update@116-130@.\GameEngine.cpp",".\GameEngine.cpp","GameEngine::update","GameEngine::update()",116,130
6,1,32,0,29,"main@26-54@.\main.cpp",".\main.cpp","main","main()",26,54
1,1,7,0,1,"Physics::Physics@6-6@.\Physics.cpp",".\Physics.cpp","Physics::Physics","Physics::Physics()",6,6
6,1,74,6,6,"Physics::isCircleIntersect@8-13@.\Physics.cpp",".\Physics.cpp","Physics::isCircleIntersect","Physics::isCircleIntersect( float x1 , float y1 , float r1 , float x2 , float y2 , float r2)",8,13
5,4,57,3,5,"Physics::isPointInCircle@15-19@.\Physics.cpp",".\Physics.cpp","Physics::isPointInCircle","Physics::isPointInCircle( Vec2 circlePos , float circleRadius , Vec2 pointPos) const",15,19
4,3,32,1,4,"Physics::isOverlap@21-24@.\Physics.cpp",".\Physics.cpp","Physics::isOverlap","Physics::isOverlap( Vec2 overlap)",21,24
16,3,182,2,23,"Physics::getOverlap@26-48@.\Physics.cpp",".\Physics.cpp","Physics::getOverlap","Physics::getOverlap( std :: shared_ptr<Entity> a , std :: shared_ptr<Entity> b) const",26,48
16,3,181,2,21,"Physics::getPreviousOverlap@52-72@.\Physics.cpp",".\Physics.cpp","Physics::getPreviousOverlap","Physics::getPreviousOverlap( std :: shared_ptr<Entity> a , std :: shared_ptr<Entity> b)",52,72
27,7,191,2,34,"Physics::getOverlapDirection@80-113@.\Physics.cpp",".\Physics.cpp","Physics::getOverlapDirection","Physics::getOverlapDirection( std :: shared_ptr<Entity> a , std :: shared_ptr<Entity> b)",80,113
24,5,175,4,29,"Physics::lineIntersection@116-144@.\Physics.cpp",".\Physics.cpp","Physics::lineIntersection","Physics::lineIntersection( Vec2 a , Vec2 b , Vec2 c , Vec2 d)",116,144
13,3,52,3,15,"Physics::approach@146-160@.\Physics.cpp",".\Physics.cpp","Physics::approach","Physics::approach( float goal , float current , float dt)",146,160
1,1,7,0,1,"Scene::Scene@4-4@.\Scene.cpp",".\Scene.cpp","Scene::Scene","Scene::Scene()",4,4
4,1,15,1,4,"Scene::Scene@6-9@.\Scene.cpp",".\Scene.cpp","Scene::Scene","Scene::Scene( GameEngine * gameEngine)",6,9
4,1,45,2,4,"Scene::registerAction@16-19@.\Scene.cpp",".\Scene.cpp","Scene::registerAction","Scene::registerAction( sf :: Keyboard :: Key inputKey , const std :: string & actionName)",16,19
53,10,538,0,64,"Scene::sCamera@22-85@.\Scene.cpp",".\Scene.cpp","Scene::sCamera","Scene::sCamera()",22,85
4,1,20,0,4,"Scene::windowWidth@87-90@.\Scene.cpp",".\Scene.cpp","Scene::windowWidth","Scene::windowWidth()",87,90
4,1,20,0,4,"Scene::windowHeight@92-95@.\Scene.cpp",".\Scene.cpp","Scene::windowHeight","Scene::windowHeight()",92,95
4,1,11,0,4,"Scene::getActionMap@97-100@.\Scene.cpp",".\Scene.cpp","Scene::getActionMap","Scene::getActionMap() const",97,100
4,1,11,0,4,"Scene::hasEnded@102-105@.\Scene.cpp",".\Scene.cpp","Scene::hasEnded","Scene::hasEnded() const",102,105
9,1,78,2,9,"Scene::drawLine@107-115@.\Scene.cpp",".\Scene.cpp","Scene::drawLine","Scene::drawLine( const Vec2 & p1 , const Vec2 & p2)",107,115
9,2,63,2,11,"Scene::createVertex@117-127@.\Scene.cpp",".\Scene.cpp","Scene::createVertex","Scene::createVertex( sf :: PrimitiveType shapeType , size_t points)",117,127
9,1,90,3,10,"Scene::createRaycast@129-138@.\Scene.cpp",".\Scene.cpp","Scene::createRaycast","Scene::createRaycast( Vec2 pointA , Vec2 pointB , sf :: Color color)",129,138
5,1,19,1,5,"Scene_Menu::Scene_Menu@6-10@.\Scene_Menu.cpp",".\Scene_Menu.cpp","Scene_Menu::Scene_Menu","Scene_Menu::Scene_Menu( GameEngine * gameEngine)",6,10
18,1,141,0,24,"Scene_Menu::init@12-35@.\Scene_Menu.cpp",".\Scene_Menu.cpp","Scene_Menu::init","Scene_Menu::init()",12,35
5,1,18,1,6,"Scene_Menu::update@37-42@.\Scene_Menu.cpp",".\Scene_Menu.cpp","Scene_Menu::update","Scene_Menu::update( sf :: Time deltaTime)",37,42
23,2,225,0,28,"Scene_Menu::sRender@44-71@.\Scene_Menu.cpp",".\Scene_Menu.cpp","Scene_Menu::sRender","Scene_Menu::sRender()",44,71
30,9,177,1,30,"Scene_Menu::sDoAction@74-103@.\Scene_Menu.cpp",".\Scene_Menu.cpp","Scene_Menu::sDoAction","Scene_Menu::sDoAction( const Action & action)",74,103
4,1,13,0,4,"Scene_Menu::onEnd@110-113@.\Scene_Menu.cpp",".\Scene_Menu.cpp","Scene_Menu::onEnd","Scene_Menu::onEnd()",110,113
6,1,32,2,6,"Scene_Play::Scene_Play@16-21@.\Scene_Play.cpp",".\Scene_Play.cpp","Scene_Play::Scene_Play","Scene_Play::Scene_Play( GameEngine * gameEngine , const std :: string & levelPath)",16,21
18,1,168,1,23,"Scene_Play::init@23-45@.\Scene_Play.cpp",".\Scene_Play.cpp","Scene_Play::init","Scene_Play::init( const std :: string & levelPath)",23,45
7,1,34,1,10,"Scene_Play::loadLevel@47-56@.\Scene_Play.cpp",".\Scene_Play.cpp","Scene_Play::loadLevel","Scene_Play::loadLevel( const std :: string & fileName)",47,56
31,5,194,1,38,"Scene_Play::loadConfigFile@58-95@.\Scene_Play.cpp",".\Scene_Play.cpp","Scene_Play::loadConfigFile","Scene_Play::loadConfigFile( const std :: string & fileName)",58,95
18,1,205,0,22,"Scene_Play::spawnPlayer@97-118@.\Scene_Play.cpp",".\Scene_Play.cpp","Scene_Play::spawnPlayer","Scene_Play::spawnPlayer()",97,118
13,2,48,1,18,"Scene_Play::update@120-137@.\Scene_Play.cpp",".\Scene_Play.cpp","Scene_Play::update","Scene_Play::update( sf :: Time deltaTime)",120,137
34,5,263,0,45,"Scene_Play::sRender@139-183@.\Scene_Play.cpp",".\Scene_Play.cpp","Scene_Play::sRender","Scene_Play::sRender()",139,183
69,18,373,1,73,"Scene_Play::sDoAction@185-257@.\Scene_Play.cpp",".\Scene_Play.cpp","Scene_Play::sDoAction","Scene_Play::sDoAction( const Action & action)",185,257
43,11,429,0,146,"Scene_Play::sCollision@262-407@.\Scene_Play.cpp",".\Scene_Play.cpp","Scene_Play::sCollision","Scene_Play::sCollision()",262,407
15,4,84,0,37,"Scene_Play::sGravity@409-445@.\Scene_Play.cpp",".\Scene_Play.cpp","Scene_Play::sGravity","Scene_Play::sGravity()",409,445
42,7,390,1,64,"Scene_Play::sMovement@447-510@.\Scene_Play.cpp",".\Scene_Play.cpp","Scene_Play::sMovement","Scene_Play::sMovement( sf :: Time deltaTime)",447,510
44,12,342,0,50,"Scene_Play::sAnimation@512-561@.\Scene_Play.cpp",".\Scene_Play.cpp","Scene_Play::sAnimation","Scene_Play::sAnimation()",512,561
5,1,28,0,5,"Scene_Play::onEnd@563-567@.\Scene_Play.cpp",".\Scene_Play.cpp","Scene_Play::onEnd","Scene_Play::onEnd()",563,567
14,2,129,4,18,"Scene_Play::settingUpStaticEntity@569-586@.\Scene_Play.cpp",".\Scene_Play.cpp","Scene_Play::settingUpStaticEntity","Scene_Play::settingUpStaticEntity( std :: string entityType , std :: string name , float gridX , float gridY)",569,586
12,2,108,3,16,"Scene_Play::gridToMidPixel@589-604@.\Scene_Play.cpp",".\Scene_Play.cpp","Scene_Play::gridToMidPixel","Scene_Play::gridToMidPixel( float gridX , float gridY , std :: shared_ptr<Entity> entity)",589,604
10,2,95,2,17,"Scene_Play::drawCollision@606-622@.\Scene_Play.cpp",".\Scene_Play.cpp","Scene_Play::drawCollision","Scene_Play::drawCollision( std :: shared_ptr<Entity> e , bool draw)",606,622
22,4,266,1,30,"Scene_Play::drawGrid@624-653@.\Scene_Play.cpp",".\Scene_Play.cpp","Scene_Play::drawGrid","Scene_Play::drawGrid( bool draw)",624,653
6,1,32,2,6,"Scene_TopDown::Scene_TopDown@34-39@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::Scene_TopDown","Scene_TopDown::Scene_TopDown( GameEngine * gameEngine , const std :: string & levelPath)",34,39
18,1,168,1,25,"Scene_TopDown::init@41-65@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::init","Scene_TopDown::init( const std :: string & levelPath)",41,65
9,1,42,1,13,"Scene_TopDown::loadLevel@67-79@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::loadLevel","Scene_TopDown::loadLevel( const std :: string & fileName)",67,79
31,5,194,1,38,"Scene_TopDown::loadConfigFile@81-118@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::loadConfigFile","Scene_TopDown::loadConfigFile( const std :: string & fileName)",81,118
18,1,225,0,22,"Scene_TopDown::spawnPlayer@120-141@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::spawnPlayer","Scene_TopDown::spawnPlayer()",120,141
12,2,44,1,16,"Scene_TopDown::update@143-158@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::update","Scene_TopDown::update( sf :: Time deltaTime)",143,158
36,5,271,0,53,"Scene_TopDown::sRender@160-212@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::sRender","Scene_TopDown::sRender()",160,212
4,1,11,0,21,"Scene_TopDown::renderSightPolygon@215-235@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::renderSightPolygon","Scene_TopDown::renderSightPolygon()",215,235
88,14,759,0,105,"Scene_TopDown::raycastDetection@237-341@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::raycastDetection","Scene_TopDown::raycastDetection()",237,341
16,3,120,0,17,"Scene_TopDown::sortSightPoint@346-362@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::sortSightPoint","Scene_TopDown::sortSightPoint()",346,362
9,1,129,1,9,"Scene_TopDown::calculateRaycastAngle@364-372@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::calculateRaycastAngle","Scene_TopDown::calculateRaycastAngle( sf :: Vector2f collidedVertex)",364,372
7,2,43,0,7,"Scene_TopDown::renderWalls@374-380@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::renderWalls","Scene_TopDown::renderWalls()",374,380
56,3,595,0,62,"Scene_TopDown::setupWalls@382-443@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::setupWalls","Scene_TopDown::setupWalls()",382,443
69,18,373,1,73,"Scene_TopDown::sDoAction@447-519@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::sDoAction","Scene_TopDown::sDoAction( const Action & action)",447,519
21,4,154,0,28,"Scene_TopDown::sCollision@521-548@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::sCollision","Scene_TopDown::sCollision()",521,548
25,6,230,1,35,"Scene_TopDown::sMovement@551-585@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::sMovement","Scene_TopDown::sMovement( sf :: Time deltaTime)",551,585
41,12,305,0,48,"Scene_TopDown::sAnimation@587-634@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::sAnimation","Scene_TopDown::sAnimation()",587,634
5,1,28,0,5,"Scene_TopDown::onEnd@636-640@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::onEnd","Scene_TopDown::onEnd()",636,640
14,2,129,4,18,"Scene_TopDown::settingUpStaticEntity@642-659@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::settingUpStaticEntity","Scene_TopDown::settingUpStaticEntity( std :: string entityType , std :: string name , float gridX , float gridY)",642,659
12,2,108,3,16,"Scene_TopDown::gridToMidPixel@662-677@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::gridToMidPixel","Scene_TopDown::gridToMidPixel( float gridX , float gridY , std :: shared_ptr<Entity> entity)",662,677
10,2,95,2,17,"Scene_TopDown::drawCollision@679-695@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::drawCollision","Scene_TopDown::drawCollision( std :: shared_ptr<Entity> e , bool draw)",679,695
22,4,266,1,29,"Scene_TopDown::drawGrid@697-725@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::drawGrid","Scene_TopDown::drawGrid( bool draw)",697,725
22,4,148,0,34,"Scene_TopDown::AStarPathfinding@729-762@.\Scene_TopDown.cpp",".\Scene_TopDown.cpp","Scene_TopDown::AStarPathfinding","Scene_TopDown::AStarPathfinding()",729,762
1,1,7,0,1,"Vec2::Vec2@5-5@.\Vec2.cpp",".\Vec2.cpp","Vec2::Vec2","Vec2::Vec2()",5,5
4,1,22,2,4,"Vec2::Vec2@7-10@.\Vec2.cpp",".\Vec2.cpp","Vec2::Vec2","Vec2::Vec2( float xin , float yin)",7,10
4,2,28,1,4,"Vec2::operator ==@12-15@.\Vec2.cpp",".\Vec2.cpp","Vec2::operator ==","Vec2::operator ==( const Vec2 & rhs) const",12,15
4,2,28,1,4,"Vec2::operator !=@17-20@.\Vec2.cpp",".\Vec2.cpp","Vec2::operator !=","Vec2::operator !=( const Vec2 & rhs) const",17,20
4,2,28,1,4,"Vec2::operator <@22-25@.\Vec2.cpp",".\Vec2.cpp","Vec2::operator <","Vec2::operator <( const Vec2 & rhs) const",22,25
4,2,28,1,4,"Vec2::operator >@27-30@.\Vec2.cpp",".\Vec2.cpp","Vec2::operator >","Vec2::operator >( const Vec2 & rhs) const",27,30
4,1,29,1,4,"Vec2::operator +@32-35@.\Vec2.cpp",".\Vec2.cpp","Vec2::operator +","Vec2::operator +( const Vec2 & rhs) const",32,35
4,1,29,1,4,"Vec2::operator -@37-40@.\Vec2.cpp",".\Vec2.cpp","Vec2::operator -","Vec2::operator -( const Vec2 & rhs) const",37,40
4,1,24,1,4,"Vec2::operator /@42-45@.\Vec2.cpp",".\Vec2.cpp","Vec2::operator /","Vec2::operator /( const float rhs) const",42,45
